departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
23133.0;12052000_12052000_846;taxi341;3831;451767.96;5733896.55;5293;456634.67;5737034.23;76.0;24617.0;1408.0;20072.35;8284.58;-2.65;24333;25077
23140.0;12052000_12052000_27140;taxi355;7551;457902.4;5736534.38;1690;453639.28;5734952.71;222.0;24895.0;1533.0;12186.02;5439.05;-2.12;24340;25132
23146.0;additional_998;taxi128;3415;451750.66;5736368.94;8467;452848.94;5734947.03;119.0;23616.0;351.0;3274.84;2155.75;-2;24346;24574
23157.0;12071000_12052000_46284;taxi341;5958;448297.55;5733070.71;3731;453980.71;5733795.08;483.0;24176.0;536.0;7762.24;7762.24;-2.59;24357;25161
23164.0;additional_448;taxi105;6253;453981.94;5732072.9;8610;455342.2;5735084.14;81.0;24723.0;1478.0;15501.75;4827.38;-2;24364;24764.5
23167.0;12052000_12052000_29117;taxi34;1707;455795.45;5730314.36;3125;451603.03;5734148.99;118.0;24420.0;1135.0;12353.42;7826.01;-2.55;24367;25093
23169.0;additional_923;taxi313;5596;454629.27;5730674.31;5887;453537.94;5734703.59;500.0;24696.0;1027.0;9741.67;4411.52;-2;24369;24732
23170.0;12052000_12052000_5174;taxi73;10390;454935.14;5740051.42;295;454678;5734801.48;507.0;24995.0;1318.0;11768.96;5981.67;-2.18;24370;25090
23170.0;12052000_12052000_25396;taxi348;1248;452465.53;5731319.05;2637;452670.41;5739260.03;87.0;25358.0;2101.0;21387.53;9711.27;-3.11;24370;25367.5
23177.0;12052000_12052000_24185;taxi377;6414;451861.28;5733638;1690;453639.28;5734952.71;1108.0;24731.0;446.0;4326.37;3277.71;-2;24377;24759.5
